Nama Herbal,Khasiat,Saran Penyajian
Meniran,"Meniran (Phyllanthus niruri) mengandung senyawa philanthine yang bersifat hepatoprotektor. Senyawa ini dapat membantu melindungi hati dari kerusakan, sehingga dapat membantu mempercepat penyembuhan sakit kuning.","16 tanaman meniran (akar, batang, daun) dicuci lalu ditumbuk halus dan direbus dengan 2 gelas air susu sampai mendidih hingga tinggal 1 gelas. Disaring dan diminum sekaligus; dilakukan setiap hari."
Meniran,"Meniran (Phyllanthus niruri) mengandung senyawa flavonoid, tanin, dan saponin yang bersifat antimalaria. Senyawa-senyawa ini dapat membantu membunuh parasit malaria, sehingga dapat membantu mencegah dan mengobati malaria.","7 Batang tanaman meniran lengkap, 5 Biji bunga cengkih kering, 1 potong kayu manis, dicuci bersih, kemudian ditumbuk halus dan direbus dengan 2 gelas air sampai mendidih. Disaring dan diminum 2 kali sehari."
Meniran,"Meniran (Phyllanthus niruri) mengandung senyawa flavonoid, tanin, dan saponin yang bersifat antikonvulsan. Senyawa-senyawa ini dapat membantu mengurangi frekuensi dan keparahan kejang, sehingga dapat membantu mengobati epilepsi.","17-21 batang tanaman meniran (akar, batang, daun dan bunga) dicuci bersih, kemudian direbus dengan 5 gelas air sampai mendidih hingga tinggal 2,5 gelas. Disaring dan diminum 1 kali sehari sehari 4 gelas selama 3 hari berturut-turut."
Meniran,"Meniran (Phyllanthus niruri) mengandung senyawa flavonoid yang bersifat antipiretik. Senyawa ini dapat membantu menurunkan suhu tubuh, sehingga dapat membantu meredakan demam.","3-7 batang tanaman meniran lengkap (akar, batang, daun dan bunga), dicuci bersih, kemudian diseduh dengan 1 gelas air panas. Disaring, kemudian diminum sekaligus."
Meniran,"Meniran (Phyllanthus niruri) mengandung senyawa flavonoid, saponin, dan tanin yang bersifat antitusif. Senyawa-senyawa ini dapat membantu meredakan batuk, baik batuk berdahak maupun batuk kering.","3-7 batang tanaman meniran lengkap (akar, batang, daun, bunga), dicuci bersih, kemudian ditumbuk halus dan direbus dengan makan air masak, hasilnya dicampur dengan 1 sendok makan madu sampai merata. Diminum sekaligus dan dilakukan 2 kali sehari"
Meniran,"Meniran (Phyllanthus niruri) mengandung senyawa flavonoid, saponin, dan tanin yang bersifat hemostatik. Senyawa-senyawa ini dapat membantu mengurangi perdarahan, sehingga dapat membantu mengatasi haid berlebihan.","3-7 potong akar meniran kering ditumbuk halus dan direbus dengan 2 gelas air sampai mendidih, kemudian ditambah dengan 1 gelas air tajin dan diaduk sampai rata. Disaring dan diminum 2 kali sehari, pagi dan sore."
Meniran,"Meniran (Phyllanthus niruri) mengandung senyawa flavonoid, saponin, dan tanin yang bersifat antidiare. Senyawa-senyawa ini dapat membantu mengurangi frekuensi dan volume buang air besar, sehingga dapat membantu mengatasi disentri.","17 batang tanaman meniran lengkap (akar, batang, daun dan bunga) direbus dengan 3 gelas air sampai mendidih. Disaring dan diminum 2 kali sehari, pagi dan sore."
Meniran,"Meniran (Phyllanthus niruri) mengandung senyawa flavonoid, tanin, dan saponin yang bersifat antiinflamasi dan antioksidan. Senyawa-senyawa ini dapat membantu mengurangi peradangan dan kerusakan jaringan, sehingga dapat membantu mempercepat penyembuhan luka bakar.","3-7 batang tanaman meniran lengkap (akar, batang, daun dan bunga) ditumbuk halus, dan temulawak diiris-iris, kemudian dicampur dengan 3 buah bunga cengkih kering, 1 potong kayu manis dan direbus dengan 3 gelas air sampai mendidih."
Meniran,"Meniran (Phyllanthus niruri) mengandung senyawa flavonoid, saponin, dan tanin yang bersifat antiinflamasi, antibakteri, dan antiseptik. Senyawa-senyawa ini dapat membantu mengurangi peradangan, membunuh bakteri, dan mencegah infeksi, sehingga dapat membantu mempercepat penyembuhan luka koreng.","9-15 batang meniran lengkap (akar, batang, daun dan bunga) dicuci bersih dan ditumbuk halus, kemudian direbus dengan 1 cerek air. Dalam keadaan hangat-hangat dipakai untuk mandi."
Meniran,"Meniran (Phyllanthus niruri) mengandung senyawa flavonoid, saponin, dan tanin yang bersifat antibakteri, antiseptik, dan antiinflamasi. Senyawa-senyawa ini dapat membantu membunuh bakteri penyebab jerawat, mencegah infeksi, dan mengurangi peradangan pada kulit, sehingga dapat membantu mengatasi jerawat.","7 Batang tanaman meniran dan 1 rimpang umbi kunyit (4 cm) dicuci sampai bersih kemudian ditumbuk sampai halus. Pipisan/hasil tumbukan direbus dengan 2 gelas air sampai mendidih hingga tinggal 1 gelas. Disaring dan diminum sekaligus, ulangi secara teratur setiap hari."
Pacar air,"Pacar air (Impatiens balsamina L.) mengandung senyawa flavonoid, saponin, tanin, dan asam malat yang bersifat antibakteri, antijamur, dan antiinflamasi. Senyawa-senyawa ini dapat membantu membunuh bakteri dan jamur penyebab keputihan, meredakan peradangan, dan memperbaiki jaringan yang rusak, sehingga dapat membantu mengatasi keputihan.","30-60 gr daun segar, rebus. Kemudian diminum air rebusannya"
Pacar air,"Pacar air (Impatiens balsamina L.) mengandung senyawa flavonoid, saponin, tanin, dan asam malat yang bersifat emenagog. Senyawa-senyawa ini dapat membantu merangsang kontraksi otot rahim, sehingga dapat membantu melancarkan haid.","4-5 bonggol akar, direbus, 3-4 kali. Minum air rebusannya"
Pacar air,"Pacar air (Impatiens balsamina L.) mengandung senyawa flavonoid, saponin, dan tanin yang bersifat antiinflamasi dan analgesik. Senyawa-senyawa ini dapat membantu mengurangi peradangan dan rasa sakit di tenggorokan, sehingga dapat membantu mengatasi tertusuk benda asing di kerongkongan.","Akar dikunyah, telan dengan air hangat"
Pacar cina,"Tanaman ini memiliki berbagai khasiat, salah satunya adalah untuk mengatasi haid berlebihan. Kandungan senyawa saponin, flavonoid, dan tannin dalam pacar Cina memiliki efek hemostatik yang dapat membantu menghentikan pendarahan. Efek hemostatik dapat membantu mengecilkan pembuluh darah yang pecah, sehingga dapat membantu menghentikan pendarahan.","Daun pacar cina segar sebanyak 1 genggam penuh dicuci bersih lalu direbus dengan 2 gelas air sampai tersisa 1 gelas. Setelah dingin disaring dan diminum. Sehari 2 kali, masing-masing 1⁄2 gelas."
Pacar cina,"Kandungan senyawa saponin, flavonoid, dan tannin dalam pacar Cina memiliki efek antibakteri dan antimikroba yang dapat membantu mengurangi bau badan. Efek antibakteri dapat membantu melawan bakteri penyebab bau badan, dan efek antimikroba dapat membantu melawan mikroba penyebab bau badan.","Daun pacar cina segar sebanyak 10 g dan daun sirih segar sebanyak 7 lembar dicuci lalu direbus dengan 2 gelas air bersih sampai tersisa 1 gelas. Setelah dingin disaring. Kemudian minum sehari 2 kali, pagi dan sore, masing-masing1⁄2 gelas."
Pala,"Pala (Myristica fragrans) mengandung senyawa saponin, tanin, dan minyak atsiri yang bersifat antiinflamasi dan analgesik. Senyawa-senyawa ini dapat membantu mengurangi peradangan dan rasa nyeri pada lambung, sehingga dapat membantu mengatasi maag.","1 gram biji pala (serbuk), 6 gram serbuk buah Pisang, diseduh dengan 100 ml air matang hangat. Diminum 1 hari sekali 100 ml. Diulang selama 30 hari."
Pala,"Pala (Myristica fragrans) mengandung senyawa saponin, tanin, dan minyak atsiri yang bersifat antiemetik dan antispasmodik. Senyawa-senyawa ini dapat membantu mengurangi mual dan mulas, sehingga dapat membantu mengatasi kondisi tersebut.","1 sendok teh serbuk biji pala dan1 sendok teh garam dapur, diseduh dengan air matang. Diminum bersama ampasnya"
Pala,"Pala (Myristica fragrans) mengandung senyawa saponin, tanin, dan minyak atsiri yang bersifat mukolitik dan antiinflamasi. Senyawa-senyawa ini dapat membantu mengencerkan dahak dan mengurangi peradangan pada tenggorokan, sehingga dapat membantu mengatasi serak.","Serbuk dari 2 butir biji pala (serbuk), 3 rimpang jahe dan serbuk dari 7 kuncup bunga cengkih. Diseduh. Dibalurkan pada leher. Bila perlu, ditambah minyak kayu putih sedikit. Diperbarui setiap 3 jam."
Pandan wangi,"Pandan wangi (Pandanus amaryllifolius Roxb.) mengandung senyawa flavonoid, tanin, dan minyak atsiri yang bersifat antiinflamasi, antioksidan, dan neuroprotektor. Senyawa-senyawa ini dapat membantu mengurangi peradangan, meningkatkan antioksidan, dan melindungi saraf, sehingga dapat membantu mengatasi lemah syaraf.","3 lembar daun pandan segar sebanyak 3 lembar dicuci lalu dipotong kecil- kecil. Direbus dengan 3 gelas air bersih sampai tersisa 2 gelas. Setelah dingin disaring lalu diminum pagi dan sore hari, masing-masing 1 gelas."
Pandan wangi,"Pandan wangi (Pandanus amaryllifolius Roxb.) mengandung senyawa flavonoid, tanin, dan minyak atsiri yang bersifat analgesik, antiinflamasi, dan antispasmodik. Senyawa-senyawa ini dapat membantu mengurangi rasa nyeri, peradangan, dan spasme otot, sehingga dapat membantu mengatasi rematik dan pegal linu.",3 lembar daun pandan segar dicuci bersih lalu diiris tipis-tipis. Diseduh dengan 1⁄2 cangkir minyak kelapa yang telah dipanaskan sambil diaduk merata. Setelah dingin digunakan untuk menggosok bagian tubuh yang sakit.
Pandan wangi,"Pandan wangi (Pandanus amaryllifolius Roxb.) mengandung senyawa flavonoid, tanin, dan minyak atsiri yang bersifat sedatif. Senyawa-senyawa ini dapat membantu menenangkan pikiran dan tubuh, sehingga dapat membantu mengatasi gelisah dan susah tidur.","2 lembar daun pandan segar dicuci lalu diiris tipis-tipis. Diseduh dengan segelas air panas. Setelah dingin disaring, minum sekaligus. Lakukan 2-3 kali sehari, sampal tenang."
Pandan wangi,"Pandan wangi (Pandanus amaryllifolius Roxb.) mengandung senyawa flavonoid, tanin, dan minyak atsiri yang bersifat antioksidan, antiinflamasi, dan stimulan pertumbuhan rambut. Senyawa-senyawa ini dapat membantu mengurangi peradangan, melindungi folikel rambut dari kerusakan, dan merangsang pertumbuhan rambut baru.","10 lembar daun waru muda yang segar, segenggam daun urang-aring, 5 lembar daun mangkokan, 1 lembar daun pandan, 10 kuntum bunga melati, dan 1 kuntum bunga mawar, setelah dicuci bersih lalu dipotong-potong secukupnya. Bahan-bahan tersebut dimasukkan ke dalam panci email, lalu tambahkan minyak wijen, minyak kelapa dan minyak kemiri masing-masing 1⁄2 cangkir. Panaskan sampai mendidih, lalu diangkat. Setelah dingin disaring,﻿ siap untuk digunakan. Caranya, oleskan campuran minyak tadi ke seluruh kulit kepala sambil dipijat ringan. Lakukan malam hari sebelum tidur, esok paginya rambut dikeramas. Lakukan 2-3 kali seminggu."
Pandan wangi,"Pandan wangi (Pandanus amaryllifolius Roxb.) mengandung senyawa flavonoid, tanin, dan minyak atsiri yang bersifat antioksidan dan pigmen hitam. Senyawa-senyawa ini dapat membantu melindungi rambut dari kerusakan dan meningkatkan produksi melanin, sehingga dapat membantu menghitamkan rambut.","7 lembar daun pandan wangi dicuci lalu dipotong-potong. Rebus dengan 1 liter air sampai warnanya menjadi hijau. Embunkan air rebusan tadi semalaman. Pagi harinya, campurkan rebusan daun pandan tadi dengan air perasan 3 buah mengkudu masak. Air campuran tadi lalu digunakan untuk mencuci rambut. Lakukan 3 kali seminggu, sampai terlihat hasilnya."
Pandan wangi,"Pandan wangi (Pandanus amaryllifolius Roxb.) mengandung senyawa flavonoid, tanin, dan minyak atsiri yang bersifat antijamur dan antiinflamasi. Senyawa-senyawa ini dapat membantu menghambat pertumbuhan jamur penyebab ketombe dan mengurangi peradangan pada kulit kepala, sehingga dapat membantu mengatasi ketombe.","7 lembar daun pandan segar dicuci bersih lalu digiling halus. Tambahkan 1⁄2 cangkir air bersih sambil diremas merata. Peras dan saring. Air perasan daun pandan ini lalu dioleskan ke seluruh kulit kepala yang berketombe. Biarkan mengering, kalau perlu olesan diulang sekali lagi. Kira-kira 2-1 jam kemudian, rambut dibilas dengan air bersih. Lakukan setiap hari sampai sembuh."
Patah tulang,"Kandungan senyawa saponin, flavonoid, dan tannin dalam patah tulang memiliki efek antiinflamasi, antiseptik, dan analgesik yang dapat membantu mengobati kulit tertusuk duri. Efek antiinflamasi dapat membantu mengurangi peradangan, efek antiseptik dapat membantu melawan infeksi, dan efek analgesik dapat membantu mengurangi rasa sakit.",Bagian tubuh yang kulitnya tertusuk duri atau pecahan kaca diolesi getah patah tulang. Getah itu akan mengeluarkan sendiri duri-duri itu dari kulit.
Patah tulang,"Kandungan senyawa saponin, flavonoid, dan tannin dalam patah tulang memiliki efek keratolitik yang dapat membantu mengobati kutil dan kapalan. Efek keratolitik dapat membantu melunakkan dan mengelupas lapisan kulit yang menebal, seperti kutil dan kapalan.","½  kg dahan dan ranting patah tulang setelah dicuci bersih direbus dengan 4 liter air sampai tersisa menjadi 2 liter. Bagian tubuh yang kulitnya menebal atau ada kutilnya direndam dalam air rebusan tadi sewaktu masih oleskan param yang dibuat dari trusi yang telah ditumbuk halus dicampur dengan putih telur, lalu dibalut."
Patah tulang,"Kandungan senyawa saponin, flavonoid, dan tannin dalam patah tulang memiliki efek antiinflamasi, antiseptik, dan analgesik yang dapat membantu mengobati patah tulang. Efek antiinflamasi dapat membantu mengurangi peradangan, efek antiseptik dapat membantu melawan infeksi, dan efek analgesik dapat membantu mengurangi rasa sakit.",Kulit diatas tulang yang patah digosok dengan getah patah tulang.
Patah tulang,"Kandungan senyawa saponin, flavonoid, dan tannin dalam patah tulang memiliki efek antibakteri, antiinflamasi, dan analgesik yang dapat membantu mengobati frambusia. Efek antibakteri dapat membantu melawan bakteri penyebab frambusia, efek antiinflamasi dapat membantu mengurangi peradangan, dan efek analgesik dapat membantu mengurangi rasa sakit.","1⁄2 genggam patah tulang, 1⁄2 kepalan tangan gadung cina, dicuci lalu ditumbuk halus. Aduk merata dengan 1 sendok makan getah buah gondang dan 2 sendok makan getah buah pepaya muda. Ramuan ini dipakai untuk melumas dan menurap kulit yang sakit. Lakukan 2 kali sehari."
Patah tulang,"Kandungan senyawa saponin, flavonoid, dan tannin dalam patah tulang memiliki efek antiinflamasi, antibakteri, dan antijamur yang dapat membantu menghilangkan tahi lalat gatal dan membesar. Efek antiinflamasi dapat membantu mengurangi peradangan, efek antibakteri dapat membantu melawan infeksi, dan efek antijamur dapat membantu melawan jamur penyebab tahi lalat.","Tahi lalat digosok dengan air jeruk nipis, lalu dengan kapas tahi lalatnya dilumaskan getah patah tulang. Lakukan beberapa kali sehari, bila sudah kering diulang. Hati-hati jangan kena mata."
Patah tulang,"Kandungan senyawa saponin, flavonoid, dan tannin dalam patah tulang memiliki efek antibakteri, antiinflamasi, dan analgesik yang dapat membantu mengobati sakit gigi. Efek antibakteri dapat membantu melawan bakteri penyebab sakit gigi, efek antiinflamasi dapat membantu mengurangi peradangan, dan efek analgesik dapat membantu mengurangi rasa sakit.","Beberapa tetes getah patah tulang. Dengan kapas yang bersih dilumaskan pada gigi yang sakit dan berlubang. Lakukan 1-2 kali sehari, hati-hati jangan sampai mengenai gigi yang sehat."
Pecut kuda,Daun pecut kuda mengandung senyawa antibakteri dan antiinflamasi yang dapat membantu meredakan peradangan dan membunuh bakteri penyebab radang tenggorokan. Efek antibakteri dan antiinflamasi ini dapat membantu mempercepat penyembuhan radang tenggorokan.,"Herba segar dilumatkan, ditambah gula, minum."
Pecut kuda,"Daun pecut kuda mengandung senyawa antijamur yang dapat menghambat pertumbuhan jamur Candida albicans, penyebab keputihan. Efek antijamur ini dapat membantu mengurangi keluhan keputihan, seperti gatal, iritasi, dan bau tidak sedap.",Rebusan akar pecut kuda.
Pecut kuda,Daun pecut kuda mengandung senyawa antiinflamasi dan antioksidan yang dapat membantu meredakan peradangan dan kerusakan hati akibat hepatitis A. Efek ini dapat membantu mempercepat proses penyembuhan hepatitis A dan mengurangi risiko komplikasi.,"5-10 batang tangkai bunga (berikut bunganya), direbus kemudian ditambah gula batu, minum."
Pepaya,"Pepaya (Carica papaya) mengandung senyawa papain yang bersifat diuretik dan antiinflamasi. Senyawa ini dapat membantu melancarkan buang air kecil dan mengurangi peradangan pada ginjal, sehingga dapat membantu mencegah dan mengatasi batu ginjal.","Hari pertama, 3 lembar daun pepaya yang masih segar direbus dengan air secukupnya, kemudian air rebusan daun pepaya tersebut diminum 1 gelas sekaligus."
Pepaya,"Pepaya (Carica papaya) mengandung senyawa kalium yang bersifat diuretik. Senyawa ini dapat membantu mengeluarkan kelebihan natrium dari tubuh, sehingga dapat membantu menurunkan tekanan darah.","2 potong akar papaya direbus dengan 1 liter air sampai mendidih hingga tinggal 1 gelas, kemudian disaring. Diminum 2 kali sehari 1 cangkir"
Pepaya,"Pepaya (Carica papaya) mengandung senyawa acetogenin yang bersifat antimalaria. Senyawa ini dapat membunuh parasit Plasmodium falciparum, penyebab malaria, sehingga dapat membantu mengatasi malaria.","1 lembar daun pepaya, tempe busuk sebesar ibu jari, garam secukupnya, ditumbuk halus, kemudian diperas dan disaring untuk diambil airnya. Diminum 1 kali sehari selama 7 hari berturut-turut."
Pepaya,"Pepaya (Carica papaya) adalah tanaman buah yang memiliki berbagai khasiat, salah satunya untuk membantu meringankan gejala sakit keputihan. Pepaya mengandung senyawa-senyawa yang bersifat antibakteri, antijamur, dan antiinflamasi.","1 lembar daun papaya dicincang halus, 1 potong akar rumput alang-alang, adas pulosari secukupnya, direbus dengan 1,5 liter air sampai mendidih dan disaring. Diminum 1 kali sehari 1 gelas dan dilakukan secara teratur."
Pepaya,"Pepaya (Carica papaya) adalah tanaman buah yang memiliki berbagai khasiat, salah satunya untuk membantu meningkatkan produksi ASI. Pepaya mengandung senyawa-senyawa yang bersifat galaktogoga, yaitu senyawa yang dapat membantu meningkatkan produksi ASI.","Buah pepaya yang masih hijau (muda) tanpa dikuliti dibelah menjadi 2 bagian, sebagian direbus dengan air dan sebagian yang lain. Air rebusan tersebut diminum 2-3 sendok teh sehari dan dilakukan secara teratur."
Pepaya,"Pepaya (Carica papaya) adalah tanaman buah yang memiliki berbagai khasiat, salah satunya untuk membantu meringankan gejala rematik. Pepaya mengandung senyawa-senyawa yang bersifat antiinflamasi dan analgesik.","Buah pepaya dipotong penampangnya kemudian 2 telur dimasukkan dalam pepaya melalui lubang yang telah dibuat dengan memotong penampang tadi, ditutup kembali rapat-rapat dan dibakar hingga telur yang ada di dalamnya masak. Telur yang sudah masak tersebut dimakan pagi dan sore"
Pepaya,"Pepaya (Carica papaya) adalah tanaman buah yang memiliki berbagai khasiat, salah satunya untuk membantu meningkatkan asupan nutrisi. Pepaya mengandung berbagai vitamin, mineral, dan antioksidan yang penting untuk kesehatan.","1 lembar daun papaya direbus dengan 1,5 gelas air sampai mendidih, kemudian disaring untuk diambil airnya. Diminumkan pada balita 2 sendok makan setiap hari."
Pepaya,"Pepaya (Carica papaya) adalah tanaman buah yang memiliki berbagai khasiat, salah satunya untuk membantu meringankan gejala gangguan saluran kencing. Pepaya mengandung senyawa-senyawa yang bersifat diuretik dan antibakteri.","3 potong akar papaya direbus dengan 1 liter air air sampai mendidih, kemudian disaring. Diminum 1 kali sehari 0,5 gelas."
Pepaya,"Pepaya (Carica papaya) adalah tanaman buah yang memiliki berbagai khasiat, salah satunya untuk membantu mengurangi intensitas haid berlebihan. Pepaya mengandung senyawa-senyawa yang bersifat antiinflamasi dan hormonal.",Buah pepaya yang masih hijau (muda) direbus dengan air sampai masak. Dimakan dagingnya.
Pepaya,"Pepaya (Carica papaya) adalah tanaman buah yang memiliki berbagai khasiat, salah satunya untuk membantu meringankan gejala sakit haid. Pepaya mengandung senyawa-senyawa yang bersifat antiinflamasi dan analgesik.","1 lembar daun papaya dicincang halus, kemudian ditambahkan buah asam dan garam secukupnya, direbus dengan air hingga mendidih. Didinginkan. Air rebusannya diminum biasa."
Petai cina,"Petai cina, atau lamtoro, mengandung senyawa aktif yang dapat menurunkan kadar gula darah. Ekstrak biji petai cina telah terbukti dapat menurunkan kadar gula darah pada hewan dan manusia.",Biji petai cina yang sudah tua dan kering digoreng tanpa minyak dan ditumbuk halus (dibuat bubuk). Kemudian ambil 1 sendok dan diseduh dengan air panas (seperti membuat kopi). Diminum 1 kali sehari 1 gelas dan dilakukan secara teratur.
Petai cina,"Biji petai cina mengandung senyawa saponin yang bersifat anthelmintik, yaitu dapat membunuh cacing parasit dalam tubuh. Biji petai cina dapat dikonsumsi secara langsung atau diolah menjadi ramuan obat.",Biji petai cina yang sudah tua dan kering digoreng tanpa minyak dan ditumbuk halus (dibuat bubuk). Kemudian ambil 1 sendok dan diseduh dengan 1⁄2-1 gelas air panas (seperti membuat kopi). Diminum menjelang tidur malam.
Petai cina,"Petai cina (Leucaena leucocephala) adalah tanaman herbal yang memiliki kandungan flavonoid, saponin, dan alkaloid. Kandungan-kandungan tersebut diketahui memiliki sifat afrodisiak yang dapat membantu meningkatkan gairah seks.","1 sendok petai cina, 1 sendok bubuk merica hitam, 2 butir kuning telur ayam kampung mentah dan 1 sendok madu dicampur sampai merata. Diminum sekaligus."
Petai cina,Daun petai cina mengandung senyawa antiinflamasi dan antibakteri yang dapat membantu meredakan bengkak dan infeksi pada luka baru. Senyawa-senyawa tersebut dapat mengurangi peradangan pada jaringan luka dan membunuh bakteri penyebab infeksi.,Daun petai cina secukupnya ditumbuk halus atau dikunyah ditempelkan pada bagian yang luka/bengkak.
Petai cina,Daun petai cina mengandung senyawa antiseptik yang dapat membantu mencegah infeksi pada luka akibat tertusuk duri. Senyawa-senyawa tersebut dapat membunuh bakteri penyebab infeksi.,"Daun petai cina ditumbuk halus dan ditambah terasi dapur secukupnya, diaduk sampai merata. Ditempelkan pada bagian yang sakit, kemudian dibalut dengan kain pembalut."
Pinang,"Biji pinang mengandung senyawa arekolin yang bersifat antihelmintik, yaitu dapat membunuh cacing. Ekstrak biji pinang telah terbukti efektif untuk membunuh berbagai jenis cacing, termasuk cacing pita, cacing gelang, dan cacing kremi.","30 g serbuk biji pinang direbus dengan 2 gelas air, didihkan perlahan-lahan seiama 1 jam. Setelah dingin disaring, diminum sekaligus sebelum makan pagi."
Pinang,"Biji pinang mengandung senyawa tannin yang bersifat antibakteri dan antiinflamasi. Tannin dapat membantu menghentikan pendarahan, mencegah infeksi, dan mempercepat penyembuhan luka.","Biji ditumbuk halus, untuk dipakai pada luka."
Pinang,Biji pinang mengandung senyawa tannin dan arekolin yang bersifat antibakteri dan antiparasitik. Tannin dan arekolin dapat membantu membunuh tungau penyebab kudis dan mengurangi peradangan pada kulit.,"Biji pinang digiling halus, tambahkan sedikit air kapur sirih sampai menjadi adonan seperti bubur. Dipakai untuk memoles bagian tubuh yang terkena kudis."
Pinang,Biji pinang mengandung senyawa tannin yang bersifat antibakteri dan antiseptik. Tannin dapat membantu mengeringkan koreng dan mencegah infeksi.,"Pinang, gambir, kapur sirih masing-masing sebesar telur cecak, tembakau sebesar ibu jari dan 1 lembar daun sirih segar dicampur lalu digiling halus. Lumurkan pada koreng yang telah dibersihkan."
Pinang,"Biji pinang mengandung senyawa tannin dan arekolin yang bersifat antibakteri dan antiinflamasi. Tannin dan arekolin dapat membantu menghentikan diare, meredakan peradangan pada usus, dan membunuh bakteri penyebab disentri.",Buah pinang yang warnanya kuning muda dicuci lalu direndam dalam 1 gelas air selama beberapa jam. Minum air rendaman pinang.
Pinang,"Pinang mengandung senyawa tannin yang bersifat antibakteri dan antiinflamasi. Tannin dapat membantu membersihkan gigi dan gusi dari plak dan bakteri, serta mencegah infeksi.","Biji pinang diiris tipis-tipis. Kunyah setiap hari selama beberapa menit, lalu ampasnya dibuang."
Pinang,Biji pinang mengandung senyawa arekolin yang bersifat analgesik dan antiinflamasi. Arekolin dapat membantu meredakan nyeri dan peradangan pada otot pinggang.,"Daun secukupnya dicuci bersih, digiling halus. Tambahkan minyak kelapa secukupnya, panaskan sebentar di atas api. Hangat-hangat dipakai untuk mengompres bagian pinggang yang sakit."
Pinang,"Biji pinang mengandung senyawa arekolin yang bersifat antibakteri. Arekolin dapat membantu membunuh bakteri Corynebacterium diphtheriae, penyebab difteri.","1 butir biji pinang kering digiling halus, seduh dengan 4 cangkir air panas dan 1 sendok makan madu. Setelah dingin dipakai untuk kumur-kumur di tenggorokan selama 2-3 menit, lalu dibuang. Lakukan 3 kali sehari."
Putri malu,"Daun putri malu mengandung senyawa flavonoid yang bersifat sedatif. Flavonoid dapat membantu menenangkan pikiran dan tubuh, sehingga dapat meningkatkan kualitas tidur.",Daun mimosa pudica 30-60 gr direbus. Air rebusannya diminum.
Putri malu,"Daun putri malu mengandung senyawa flavonoid dan tanin yang bersifat antiinflamasi dan ekspektoran. Flavonoid dan tanin dapat membantu meredakan peradangan dan melancarkan pengeluaran dahak, sehingga dapat membantu meredakan gejala bronkhitis.","60 gr akar putri malu, direbus dengan air 600 cc dan api kecil, hingga air rebusan menjadi 200 cc. Air rebusan tersebut dibagi 2 kali minum. Diulang 10 hari."
Putri malu,"Daun putri malu mengandung senyawa flavonoid dan tanin yang bersifat ekspektoran. Flavonoid dan tanin dapat membantu mengencerkan dan mengeluarkan dahak, sehingga dapat membantu meredakan batuk berdahak.","10-15 gr akar putri malu, direbus. Air rebusannya diminum seperti biasa."
Putri malu,"Daun putri malu mengandung senyawa flavonoid dan tanin yang bersifat antelmintik. Flavonoid dan tanin dapat membantu membunuh cacing gelang (Ascaris lumbricoides), penyebab ascariasis.","15-30 gr Mimosa pudica, direbus. Air rebusannya diminum seperti biasa."
Putri malu,"Daun putri malu mengandung senyawa flavonoid dan tanin yang bersifat antiinflamasi. Flavonoid dan tanin dapat membantu meredakan peradangan pada sendi, sehingga dapat membantu meredakan gejala rematik",15 gr akar mimosa pudica direndam dalam arak putih 500 cc selama 2 minggu.
Rumput mutiara,"Rumput mutiara mengandung senyawa flavonoid dan tanin yang bersifat antiinflamasi. Flavonoid dan tanin dapat membantu meredakan peradangan pada usus buntu, sehingga dapat membantu mencegah terjadinya pecahnya usus buntu.","60 gr herba direbus, dibagi untuk 2-3 x minum, selama 6-8 hari. Pada kasus berat, harus dengan campuran lain."
Rumput mutiara,"Rumput mutiara mengandung senyawa flavonoid dan tanin yang bersifat antiinflamasi dan diuretik. Flavonoid dan tanin dapat membantu meredakan peradangan dan melancarkan aliran urine, sehingga dapat membantu mengencerkan dan mengeluarkan sperma yang tersumbat.","30 gr herba ini direbus, minum selama 3-4 minggu, pada kasus-kasus nyeri buah zakar akibat gumpalan sperma setelah dilakukan pengikatan saluran epididymis."
Rumput mutiara,"Rumput mutiara mengandung senyawa flavonoid, tanin, dan asam ursolat yang bersifat antioksidan dan antikanker. Antioksidan dan antikanker dalam rumput mutiara dapat membantu mencegah pertumbuhan sel kanker dan meningkatkan daya tahan tubuh.","30-60 gr direbus, minum. Ditambahkan pada pengobatan (obat anti neoplastic), baik bersama-sama atau diberikan berseling."
Salam,"Daun salam mengandung senyawa tannin yang bersifat antidiare. Tannin dapat membantu mengikat bakteri dan virus penyebab diare, sehingga dapat membantu menghentikan diare.",15 g daun dicuci bersih lalu direbus dengan 1 gelas air bersih selama 15 menit. Tambahkan sedikit garam. Setelah dingin disaring lalu diminum.
Salam,"Daun salam mengandung senyawa flavonoid yang bersifat antidiabetes. Flavonoid dapat membantu meningkatkan sensitivitas insulin, sehingga dapat membantu menurunkan kadar gula darah.","7 lembar daun salam dicuci bersih lalu direbus dengan 3 gelas air bersih sampal tersisa 1 gelas. Setelah dingin disaring, dibagi untuk 2 kali minum."
Salam,"Daun salam mengandung senyawa flavonoid dan tanin yang bersifat antiinflamasi. Flavonoid dan tanin dapat membantu meredakan peradangan pada lambung, sehingga dapat membantu mengurangi gejala maag.","15-20 lembar daun dicuci bersih, rebus dengan 1⁄2 liter air sampai mendidih. Tambahkan gula merah secukupnya. Minum sebagai teh setiap hari, sampai rasa penuh dan perih di lambung menghilang."
